Chip Run Info;\\pnas1.stockage.inra.fr\vdl-isp\Ibir\Fluidigm\2023_03_28_CGitton\ChipRun.bml;1362900136;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2023 18:35;00:30:37;BIOMARKHD434;SamplePlateName: Undefined;SamplePlateBarCode: Undefined;ReagentPlateName: Undefined;ReagentPlateBarCode: Undefined;;;;;;;;;;;
Application Version;4.7.1;;;;;;;;;;;;;;;;;;;;;;;
Application Build;20200930.1707;;;;;;;;;;;;;;;;;;;;;;;
Export Type;Table Results;;;;;;;;;;;;;;;;;;;;;;;
Quality Threshold;0,65;;;;;;;;;;;;;;;;;;;;;;;
Baseline Correction Method;Linear (Derivative);;;;;;;;;;;;;;;;;;;;;;;
Ct Threshold Method;Auto (Global);;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen
Chamber;Sample;Sample;Sample;Sample;EvaGreen;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Delta Ct Sample;Delta Ct Sample;Delta Ct Sample;Delta Ct Reagent;Delta Ct Reagent;Delta Ct Reagent;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Tm;Tm;Tm
ID;Name;Type;rConc;Reference;Name;Type;Reference;Value;Quality;Call;Threshold;Value;Quality;Call;Value;Quality;Call;Value;Fold Change;Quality;Call;In Range;Out Range;Peak Ratio
S42-A80;ADNc-341;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;11,06563276;1;Pass;0,015433382;999;0;Flag;2,98263709;1;Pass;999;-1;0;Flag;81,95258172;999;1
S59-A80;ADNc-ANSES-7;Unknown;1;ADNc-ANSES-2;ABCG2;Test;ACTB,GAPDH,PPIA;19,30785534;1;Pass;0,015433382;1,08913699;0,851070457;Pass;11,96603496;1;Pass;-0,632647013;1,550407026;0,851070457;Pass;81,81198858;999;1
S41-A80;ADNc-415;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;16,37300404;1;Pass;0,015433382;999;0;Flag;5,748808015;1;Pass;999;-1;0;Flag;81,89227979;999;1
S58-A80;ADNc-332;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;11,22839407;1;Pass;0,015433382;999;0;Flag;2,623406084;1;Pass;999;-1;0;Flag;81,89101607;999;1
S40-A80;ADNc-407;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;11,32273914;1;Pass;0,015433382;999;0;Flag;1,072184111;1;Pass;999;-1;0;Flag;81,92233954;999;1
S57-A80;ADNc-370;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;15,23551729;1;Pass;0,015433382;999;0;Flag;8,09466364;0,996906512;Pass;999;-1;0;Flag;81,88059862;999;1
S39-A80;ADNc-399;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;15,24977205;1;Pass;0,015433382;999;0;Flag;5,851732914;1;Pass;999;-1;0;Flag;81,86107054;999;1
S56-A80;ADNc-362;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S38-A80;ADNc-391;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;15,49799587;1;Pass;0,015433382;999;0;Flag;5,46402378;1;Pass;999;-1;0;Flag;81,8939034;999;1
S55-A80;ADNc-350;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;10,37697069;1;Pass;0,015433382;999;0;Flag;0,464230915;1;Pass;999;-1;0;Flag;81,61362944;999;1
S37-A80;ADNc-383;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;10,25197245;1;Pass;0,015433382;999;0;Flag;1,346574204;1;Pass;999;-1;0;Flag;81,89622828;999;1
S54-A80;ADNc-342;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;13,35790414;1;Pass;0,015433382;999;0;Flag;8,147877027;0,85692299;Pass;999;-1;0;Flag;81,90576271;999;1
S48-A80;ADNc-ANSES-14;Unknown;1;ADNc-ANSES-2;ABCG2;Test;ACTB,GAPDH,PPIA;19,24714172;0,964782114;Pass;0,015433382;1,028423377;0,851070457;Pass;13,09485111;0,951337476;Pass;0,49616914;0,708986892;0,851070457;Pass;81,82336718;999;1
S53-A80;ADNc-416;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;14,93635109;1;Pass;0,015433382;999;0;Flag;8,253778857;0,983740237;Pass;999;-1;0;Flag;81,94214146;999;1
S47-A80;ADNc-ANSES-6;Unknown;1;ADNc-ANSES-1;ABCG2;Test;ACTB,GAPDH,PPIA;17,36961982;0,889319862;Pass;0,015433382;-0,541288562;0,889319862;Pass;11,48601663;0,804790657;Pass;-0,166208942;1,122105981;0,804790657;Pass;81,79367481;999;1
S52-A80;ADNc-408;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;10,67575749;1;Pass;0,015433382;999;0;Flag;2,405697572;1;Pass;999;-1;0;Flag;81,93857703;999;1
S46-A80;ADNc-327;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;11,42768852;1;Pass;0,015433382;999;0;Flag;-0,477229674;1;Pass;999;-1;0;Flag;81,66384121;999;1
S51-A80;ADNc-400;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;10,84088653;1;Pass;0,015433382;999;0;Flag;0,598805111;1;Pass;999;-1;0;Flag;81,97173232;999;1
S45-A80;ADNc-369;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;15,44367612;1;Pass;0,015433382;999;0;Flag;10,05197575;0,875718733;Pass;999;-1;0;Flag;81,91459656;999;1
S50-A80;ADNc-392;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;15,59860235;1;Pass;0,015433382;999;0;Flag;8,284598009;1;Pass;999;-1;0;Flag;82,05570207;999;1
S44-A80;ADNc-357;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;12,71065327;1;Pass;0,015433382;999;0;Flag;8,892690197;0,60175174;Flag;999;-1;0;Flag;81,77700325;999;1
S49-A80;ADNc-384;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;10,26336977;1;Pass;0,015433382;999;0;Flag;0,56179219;1;Pass;999;-1;0;Flag;82,10637142;999;1
S43-A80;ADNc-349;Unknown;1;;ABCG2;Test;ACTB,GAPDH,PPIA;9,751206255;1;Pass;0,015433382;999;0;Flag;2,475022238;1;Pass;999;-1;0;Flag;82,17082847;999;1
S96-A01;ADNc-ANSES-18;Unknown;1;ADNc-ANSES-3;ACTB;Reference;ACTB,GAPDH,PPIA;5,027761715;0,902793878;Pass;0,015433382;0,080562328;0,902793878;Pass;-0,626383803;0,902793878;Pass;0,094551731;0,936563208;0,855191018;Pass;88,65792185;999;1
S06-A01;ADNc-338;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,010858186;1;Pass;0,015433382;999;0;Flag;-1,186775841;1;Pass;999;-1;0;Flag;88,62725887;999;1
S95-A01;ADNc-ANSES-10;Unknown;1;ADNc-ANSES-1;ACTB;Reference;ACTB,GAPDH,PPIA;5,297745419;0,751983413;Pass;0,015433382;-0,362339424;0,751983413;Pass;-0,551046575;0,751983413;Pass;0,047551393;0,967577152;0,751983413;Pass;88,25215702;999;1
S05-A01;ADNc-412;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,524583196;1;Pass;0,015433382;999;0;Flag;-2,0760577;1;Pass;999;-1;0;Flag;88,26079045;999;1
S94-A01;ADNc-ANSES-2;Reference;1;;ACTB;Reference;ACTB,GAPDH,PPIA;4,990580256;0,996860085;Pass;0,015433382;0;0,996860085;Pass;-0,62945612;0,900271744;Pass;0;1;0,900271744;Pass;88,167572;999;1
S04-A01;ADNc-404;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,037784761;1;Pass;0,015433382;999;0;Flag;-1,254117474;1;Pass;999;-1;0;Flag;88,09133754;999;1
S93-A01;ADNc-314;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,051474857;1;Pass;0,015433382;999;0;Flag;-1,094261441;1;Pass;999;-1;0;Flag;88,11021024;999;1
S03-A01;ADNc-396;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,324340992;1;Pass;0,015433382;999;0;Flag;-1,775826327;1;Pass;999;-1;0;Flag;88,10468579;999;1
S92-A01;ADNc-365;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,398922805;1;Pass;0,015433382;999;0;Flag;-2,537080849;1;Pass;999;-1;0;Flag;88,03832467;999;1
S02-A01;ADNc-388;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,088774708;1;Pass;0,015433382;999;0;Flag;-1,494263207;1;Pass;999;-1;0;Flag;88,11077185;999;1
S91-A01;ADNc-353;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,888579265;0,629526422;Flag;0,015433382;999;0;Flag;-0,97507613;0,629526422;Flag;999;-1;0;Flag;88,10535788;999;1
S01-A01;ADNc-380;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,077245933;1;Pass;0,015433382;999;0;Flag;-1,145473508;1;Pass;999;-1;0;Flag;88,0354548;999;1
S90-A01;ADNc-345;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,618108593;0,539369531;Flag;0,015433382;999;0;Flag;-1,147249121;0,539369531;Flag;999;-1;0;Flag;88,09956621;999;1
S12-A01;ADNc-ANSES-11;Unknown;1;ADNc-ANSES-1;ACTB;Reference;ACTB,GAPDH,PPIA;5,957366369;0,777890686;Pass;0,015433382;0,297281527;0,777890686;Pass;-0,419773644;0,777890686;Pass;0,178824324;0,883422619;0,777890686;Pass;87,97372277;999;1
S89-A01;ADNc-419;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,873279568;1;Pass;0,015433382;999;0;Flag;-2,102992947;1;Pass;999;-1;0;Flag;88,04072159;999;1
S11-A01;ADNc-ANSES-3;Reference;1;;ACTB;Reference;ACTB,GAPDH,PPIA;4,947199387;0,938080315;Pass;0,015433382;0;0,938080315;Pass;-0,720935534;0,855191018;Pass;0;1;0,855191018;Pass;87,97721451;999;1
S88-A01;ADNc-411;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,600218125;1;Pass;0,015433382;999;0;Flag;-2,258103739;1;Pass;999;-1;0;Flag;88,04594521;999;1
S10-A01;ADNc-315;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,407948594;1;Pass;0,015433382;999;0;Flag;-0,985965945;1;Pass;999;-1;0;Flag;88,01875953;999;1
S87-A01;ADNc-403;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,041352403;1;Pass;0,015433382;999;0;Flag;-0,795610009;1;Pass;999;-1;0;Flag;88,03806554;999;1
S09-A01;ADNc-366;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,108379905;0,369459968;Flag;0,015433382;999;0;Flag;-1,369322228;0,369459968;Flag;999;-1;0;Flag;88,08910646;999;1
S86-A01;ADNc-395;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,737522852;1;Pass;0,015433382;999;0;Flag;-1,965681107;1;Pass;999;-1;0;Flag;88,09992175;999;1
S08-A01;ADNc-354;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,368753131;1;Pass;0,015433382;999;0;Flag;-1,386813632;1;Pass;999;-1;0;Flag;88,07180078;999;1
S85-A01;ADNc-387;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,008699733;1;Pass;0,015433382;999;0;Flag;-1,487566852;1;Pass;999;-1;0;Flag;88,0274909;999;1
S07-A01;ADNc-346;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;4,441878373;0,813959458;Pass;0,015433382;999;0;Flag;-0,710547682;0,813959458;Pass;999;-1;0;Flag;88,10072017;999;1
S84-A01;ADNc-ANSES-17;Unknown;1;ADNc-ANSES-3;ACTB;Reference;ACTB,GAPDH,PPIA;5,195187691;0,895071866;Pass;0,015433382;0,247988304;0,895071866;Pass;-0,662408288;0,895071866;Pass;0,058527246;0,96024387;0,855191018;Pass;88,00987875;999;1
S18-A01;ADNc-339;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,595508333;1;Pass;0,015433382;999;0;Flag;-0,956781231;1;Pass;999;-1;0;Flag;88,13354904;999;1
S83-A01;ADNc-ANSES-9;Unknown;1;ADNc-ANSES-2;ACTB;Reference;ACTB,GAPDH,PPIA;5,971741728;0,766172243;Pass;0,015433382;0,981161473;0,766172243;Pass;-0,528999779;0,766172243;Pass;0,100456341;0,932737909;0,766172243;Pass;87,99460227;999;1
S17-A01;ADNc-413;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,544072559;1;Pass;0,015433382;999;0;Flag;-1,864743801;1;Pass;999;-1;0;Flag;88,14249517;999;1
S82-A01;ADNc-ANSES-1;Reference;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,660084842;1;Pass;0,015433382;0;1;Pass;-0,598597968;1;Pass;0;1;1;Pass;88,06356508;999;1
S16-A01;ADNc-405;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;9,890799985;1;Pass;0,015433382;999;0;Flag;-0,990980955;1;Pass;999;-1;0;Flag;88,09253722;999;1
S81-A01;ADNc-309;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;10,87067265;1;Pass;0,015433382;999;0;Flag;-1,205497468;1;Pass;999;-1;0;Flag;88,05245012;999;1
S15-A01;ADNc-397;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,920110689;1;Pass;0,015433382;999;0;Flag;-2,09336568;1;Pass;999;-1;0;Flag;88,160865;999;1
S80-A01;ADNc-364;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,305623371;1;Pass;0,015433382;999;0;Flag;-2,444631248;1;Pass;999;-1;0;Flag;88,12344766;999;1
S14-A01;ADNc-389;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;9,955122716;1;Pass;0,015433382;999;0;Flag;-1,219828558;1;Pass;999;-1;0;Flag;88,1401233;999;1
S79-A01;ADNc-352;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;2,5;0,154197525;Flag;0,015433382;999;0;Flag;-1,113749588;0,154197525;Flag;999;-1;0;Flag;88,15543301;999;1
S13-A01;ADNc-381;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,287825333;1;Pass;0,015433382;999;0;Flag;-1,31333062;1;Pass;999;-1;0;Flag;88,10904126;999;1
S78-A01;ADNc-344;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,690551847;0,563517282;Flag;0,015433382;999;0;Flag;-1,184126447;0,563517282;Flag;999;-1;0;Flag;88,17373199;999;1
S24-A01;ADNc-ANSES-12;Unknown;1;ADNc-ANSES-1;ACTB;Reference;ACTB,GAPDH,PPIA;4,99999832;0,99999944;Pass;0,015433382;-0,660086522;0,99999944;Pass;-0,481042804;0,862559147;Pass;0,117555164;0,921748351;0,862559147;Pass;88,11073913;999;1
S77-A01;ADNc-418;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;4,722493842;0,907497947;Pass;0,015433382;999;0;Flag;-1,709499493;0,907497947;Pass;999;-1;0;Flag;88,18676456;999;1
S23-A01;ADNc-ANSES-4;Unknown;1;ADNc-ANSES-1;ACTB;Reference;ACTB,GAPDH,PPIA;5,591954093;0,940713494;Pass;0,015433382;-0,06813075;0,940713494;Pass;-0,638633015;0,911977672;Pass;-0,040035047;1,028138803;0,911977672;Pass;88,10705034;999;1
S76-A01;ADNc-410;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,00981855;1;Pass;0,015433382;999;0;Flag;-2,291885849;1;Pass;999;-1;0;Flag;88,19154088;999;1
S22-A01;ADNc-321;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;9,090372835;1;Pass;0,015433382;999;0;Flag;-1,154106316;1;Pass;999;-1;0;Flag;88,16280073;999;1
S75-A01;ADNc-402;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,707982514;1;Pass;0,015433382;999;0;Flag;-1,172229936;1;Pass;999;-1;0;Flag;88,16918287;999;1
S21-A01;ADNc-367;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,861041716;1;Pass;0,015433382;999;0;Flag;-2,318295773;1;Pass;999;-1;0;Flag;88,21505273;999;1
S74-A01;ADNc-394;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;9,054251702;1;Pass;0,015433382;999;0;Flag;-2,182346788;1;Pass;999;-1;0;Flag;88,21741881;999;1
S20-A01;ADNc-355;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,590683312;0,530227771;Flag;0,015433382;999;0;Flag;-1,361982233;0,530227771;Flag;999;-1;0;Flag;88,25627819;999;1
S73-A01;ADNc-386;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,398926408;1;Pass;0,015433382;999;0;Flag;-1,257102311;1;Pass;999;-1;0;Flag;88,19290622;999;1
S19-A01;ADNc-347;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,157770306;1;Pass;0,015433382;999;0;Flag;-0,694584179;1;Pass;999;-1;0;Flag;88,2632418;999;1
S72-A01;ADNc-ANSES-16;Unknown;1;ADNc-ANSES-3;ACTB;Reference;ACTB,GAPDH,PPIA;4,832727753;0,935029557;Pass;0,015433382;-0,114471633;0,935029557;Pass;-0,755522442;0,867540771;Pass;-0,034586908;1,0242635;0,855191018;Pass;88,16209467;999;1
S30-A01;ADNc-340;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,171678241;1;Pass;0,015433382;999;0;Flag;-0,934534423;1;Pass;999;-1;0;Flag;88,26219467;999;1
S71-A01;ADNc-ANSES-8;Unknown;1;ADNc-ANSES-2;ACTB;Reference;ACTB,GAPDH,PPIA;5,370827505;0,863146009;Pass;0,015433382;0,380247249;0,863146009;Pass;-0,508768557;0,863146009;Pass;0,120687563;0,91974921;0,863146009;Pass;88,13902988;999;1
S29-A01;ADNc-414;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,40518949;1;Pass;0,015433382;999;0;Flag;-2,18510026;1;Pass;999;-1;0;Flag;88,28506779;999;1
S70-A01;ADNc-333;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;10,85298077;1;Pass;0,015433382;999;0;Flag;-0,991319219;1;Pass;999;-1;0;Flag;88,19406316;999;1
S28-A01;ADNc-406;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,133085417;1;Pass;0,015433382;999;0;Flag;-1,293924118;1;Pass;999;-1;0;Flag;88,24657585;999;1
S69-A01;ADNc-308;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;9,99488454;1;Pass;0,015433382;999;0;Flag;-1,483477682;1;Pass;999;-1;0;Flag;88,21111409;999;1
S27-A01;ADNc-398;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,664054699;1;Pass;0,015433382;999;0;Flag;-2,015638645;1;Pass;999;-1;0;Flag;88,28616988;999;1
S68-A01;ADNc-363;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,37871125;0,459570417;Flag;0,015433382;999;0;Flag;-1,780321341;0,459570417;Flag;999;-1;0;Flag;88,29569708;999;1
S26-A01;ADNc-390;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,685155551;1;Pass;0,015433382;999;0;Flag;-2,26162766;1;Pass;999;-1;0;Flag;88,2924967;999;1
S67-A01;ADNc-351;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,611966658;1;Pass;0,015433382;999;0;Flag;-0,907884584;1;Pass;999;-1;0;Flag;88,2916783;999;1
S25-A01;ADNc-382;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,517970246;1;Pass;0,015433382;999;0;Flag;-1,357136648;1;Pass;999;-1;0;Flag;88,23336662;999;1
S66-A01;ADNc-343;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,274094906;0,424698302;Flag;0,015433382;999;0;Flag;-1,198753044;0,424698302;Flag;999;-1;0;Flag;88,31370845;999;1
S36-A01;ADNc-ANSES-13;Unknown;1;ADNc-ANSES-2;ACTB;Reference;ACTB,GAPDH,PPIA;5,928533072;1;Pass;0,015433382;0,937952816;0,996860085;Pass;-0,633248848;0,952590644;Pass;-0,003792728;1,002632377;0,900271744;Pass;88,18847566;999;1
S65-A01;ADNc-417;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,772308699;1;Pass;0,015433382;999;0;Flag;-2,08086303;1;Pass;999;-1;0;Flag;88,28112043;999;1
S35-A01;ADNc-ANSES-5;Unknown;1;ADNc-ANSES-1;ACTB;Reference;ACTB,GAPDH,PPIA;5,509771536;1;Pass;0,015433382;-0,150313306;1;Pass;-0,592851058;0,956779959;Pass;0,00574691;0,996024469;0,956779959;Pass;88,19156328;999;1
S64-A01;ADNc-409;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,22435366;1;Pass;0,015433382;999;0;Flag;-1,554963847;1;Pass;999;-1;0;Flag;88,23708278;999;1
S34-A01;ADNc-326;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,616664098;1;Pass;0,015433382;999;0;Flag;-1,893010141;1;Pass;999;-1;0;Flag;88,26506882;999;1
S63-A01;ADNc-401;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;10,3845809;1;Pass;0,015433382;999;0;Flag;-0,957082151;1;Pass;999;-1;0;Flag;88,22809942;999;1
S33-A01;ADNc-368;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,989670408;1;Pass;0,015433382;999;0;Flag;-2,671812134;1;Pass;999;-1;0;Flag;88,22255096;999;1
S62-A01;ADNc-393;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,770484372;1;Pass;0,015433382;999;0;Flag;-1,922116845;1;Pass;999;-1;0;Flag;88,3007208;999;1
S32-A01;ADNc-356;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;5,125856881;1;Pass;0,015433382;999;0;Flag;-1,471751518;1;Pass;999;-1;0;Flag;88,2539283;999;1
S61-A01;ADNc-385;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;9,312664921;1;Pass;0,015433382;999;0;Flag;-1,214886582;1;Pass;999;-1;0;Flag;88,22777317;999;1
S31-A01;ADNc-348;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,851651593;1;Pass;0,015433382;999;0;Flag;-0,874180861;1;Pass;999;-1;0;Flag;88,21421835;999;1
S60-A01;ADNc-ANSES-15;Unknown;1;ADNc-ANSES-2;ACTB;Reference;ACTB,GAPDH,PPIA;5,947534705;1;Pass;0,015433382;0,956954449;0,996860085;Pass;-0,478730518;1;Pass;0,150725602;0,900797294;0,900271744;Pass;88,17337236;999;1
S42-A01;ADNc-341;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,890947494;1;Pass;0,015433382;999;0;Flag;-1,192048177;1;Pass;999;-1;0;Flag;88,25561398;999;1
S59-A01;ADNc-ANSES-7;Unknown;1;ADNc-ANSES-2;ACTB;Reference;ACTB,GAPDH,PPIA;6,585266173;1;Pass;0,015433382;1,594685917;0,996860085;Pass;-0,756554207;1;Pass;-0,127098087;1,092094793;0,900271744;Pass;88,17434048;999;1
S41-A01;ADNc-415;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,409476014;1;Pass;0,015433382;999;0;Flag;-2,214720006;1;Pass;999;-1;0;Flag;88,22061174;999;1
S58-A01;ADNc-332;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,648381415;1;Pass;0,015433382;999;0;Flag;-0,956606571;1;Pass;999;-1;0;Flag;88,12077967;999;1
S40-A01;ADNc-407;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;9,003381247;1;Pass;0,015433382;999;0;Flag;-1,247173787;1;Pass;999;-1;0;Flag;88,18162007;999;1
S57-A01;ADNc-370;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;4,972158611;0,990719537;Pass;0,015433382;999;0;Flag;-2,168695042;0,990719537;Pass;999;-1;0;Flag;88,2120463;999;1
S39-A01;ADNc-399;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,036702469;1;Pass;0,015433382;999;0;Flag;-2,361336671;1;Pass;999;-1;0;Flag;88,20328663;999;1
S56-A01;ADNc-362;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,552667834;1;Pass;0,015433382;999;0;Flag;-2,639351695;1;Pass;999;-1;0;Flag;88,16511231;999;1
S38-A01;ADNc-391;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,46586417;1;Pass;0,015433382;999;0;Flag;-2,568107915;1;Pass;999;-1;0;Flag;88,21751998;999;1
S55-A01;ADNc-350;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;9,174369092;1;Pass;0,015433382;999;0;Flag;-0,738370688;1;Pass;999;-1;0;Flag;88,1439055;999;1
S37-A01;ADNc-383;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;7,753977046;1;Pass;0,015433382;999;0;Flag;-1,151421196;1;Pass;999;-1;0;Flag;88,14036094;999;1
S54-A01;ADNc-342;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,712306912;0,570768971;Flag;0,015433382;999;0;Flag;-1,4977202;0,570768971;Flag;999;-1;0;Flag;88,23201486;999;1
S48-A01;ADNc-ANSES-14;Unknown;1;ADNc-ANSES-2;ACTB;Reference;ACTB,GAPDH,PPIA;5,653059082;1;Pass;0,015433382;0,662478827;0,996860085;Pass;-0,499231531;0,951337476;Pass;0,13022459;0,913689202;0,900271744;Pass;88,13041589;999;1
S53-A01;ADNc-416;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;4,853662134;0,951220711;Pass;0,015433382;999;0;Flag;-1,828910095;0,951220711;Pass;999;-1;0;Flag;88,21332533;999;1
S47-A01;ADNc-ANSES-6;Unknown;1;ADNc-ANSES-1;ACTB;Reference;ACTB,GAPDH,PPIA;5,29742929;0,77450851;Pass;0,015433382;-0,362655552;0,77450851;Pass;-0,5861739;0,77450851;Pass;0,012424068;0,991425267;0,77450851;Pass;88,11503907;999;1
S52-A01;ADNc-408;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;6,951122012;1;Pass;0,015433382;999;0;Flag;-1,318937904;1;Pass;999;-1;0;Flag;88,20904867;999;1
S46-A01;ADNc-327;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;10,7103853;1;Pass;0,015433382;999;0;Flag;-1,194532888;1;Pass;999;-1;0;Flag;88,15949408;999;1
S51-A01;ADNc-400;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;8,915541504;1;Pass;0,015433382;999;0;Flag;-1,32653991;1;Pass;999;-1;0;Flag;88,2189556;999;1
S45-A01;ADNc-369;Unknown;1;;ACTB;Reference;ACTB,GAPDH,PPIA;3,881468601;0,6271562;Flag;0,015433382;999;0;Flag;-1,510231773;0,6271562;Flag;999;-1;0;Flag;88,28831229;999;1
